date,max_temperature,avg_temperature,min_temperature,min_windchill,max_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,precipitation,snow_on_ground,sunrise,sunset,daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2019,3.2,-0.64,-4.5,-10,22,14,6,34,0.7,1,06:02:00,21:01:00,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2019,8.4,3.15,-2.1,-4,15,9,3,31,0.2,1,06:04:00,20:59:00,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2019,6.8,0.79,-5.2,-7,22,11.5,1,31,1.1,0,06:06:00,20:57:00,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2019,5.7,2.29,-1.1,-7,38,22.5,7,56,2.1,1,06:08:00,20:55:00,14.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2019,11.3,7.1,2.9,0,21,12.5,4,45,0,0,06:10:00,20:53:00,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2019,11,5.35,-0.3,-3,26,13.5,1,46,0,0,06:12:00,20:51:00,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2019,9.7,6.19,2.7,0,37,22,7,66,0,0,06:15:00,20:50:00,14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2019,17.6,10.9,4.2,0,28,16,4,49,0,0,06:17:00,20:48:00,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2019,22.6,11.25,-0.1,0,28,14.5,1,50,0,0,06:19:00,20:46:00,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2019,15.8,6.35,-3.1,-5,20,11,2,35,0,0,06:21:00,20:44:00,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2019,12.1,6.9,1.7,0,29,16.5,4,45,0,0,06:23:00,20:42:00,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2019,13.3,9.8,6.3,0,23,15.5,8,39,0,0,06:26:00,20:41:00,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2019,17.4,8.5,-0.4,-2,19,11.5,4,31,0,0,06:28:00,20:39:00,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2019,15.1,7,-1.1,-3,27,15.5,4,53,0,0,06:30:00,20:37:00,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2019,14,5.7,-2.6,-5,19,11.5,4,30,0,0,06:33:00,20:35:00,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2019,8.9,5.35,1.8,0,21,10.5,0,34,0,0,06:35:00,20:33:00,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2019,8.7,5.3,1.9,0,29,14.5,0,46,0,0,06:37:00,20:31:00,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2019,13.9,6.1,-1.7,-5,21,12,3,32,0,0,06:39:00,20:29:00,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2019,9.8,4.8,-0.2,0,16,9,2,0,0,0,06:42:00,20:28:00,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2019,10.6,6.4,2.2,0,19,9.5,0,38,0,0,06:44:00,20:26:00,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2019,13.3,8.94,4.6,0,27,15.5,4,37,0,0,06:47:00,20:24:00,13.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2019,16.2,8.44,0.7,0,18,9.5,1,27,0,0,06:49:00,20:22:00,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2019,14.9,9.4,3.9,0,21,13,5,34,0,0,06:51:00,20:20:00,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2019,13.8,5.65,-2.5,-4,22,11.5,1,37,0,0,06:54:00,20:18:00,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2019,6,2.65,-0.7,0,19,9.5,0,33,0,0,06:56:00,20:17:00,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2019,9.1,3.55,-2,-5,27,16,5,38,0,0,06:58:00,20:15:00,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2019,3.1,0.5,-2.1,-7,17,11,5,0,0,0,07:01:00,20:13:00,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2019,11.6,4.89,-1.8,-4,18,11,4,32,0,0,07:03:00,20:11:00,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2019,5.5,2.4,-0.7,-4,19,12,5,31,0,0,07:06:00,20:09:00,13.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2019,8.7,4.39,0.1,0,23,15,7,40,0,0,07:08:00,20:08:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2019,6.8,2.54,-1.7,-5,12,8,4,0,0,0,07:10:00,20:06:00,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2019,9.9,4.25,-1.4,-2,25,13,1,37,0,0,07:13:00,20:04:00,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2019,10.2,4.5,-1.2,-3,17,9.5,2,0,0,1,07:15:00,20:02:00,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2019,8.8,3.1,-2.6,-5,12,6.5,1,0,0,0,07:18:00,20:00:00,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2019,5.1,2.75,0.4,0,14,9.5,5,0,0,0,07:20:00,19:58:00,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2019,4.4,2.5,0.6,0,13,7.5,2,0,1.4,1,07:23:00,19:57:00,12.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2019,2.9,1.5,0.1,0,19,12,5,0,0,0,07:25:00,19:55:00,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2019,2.4,0.39,-1.6,-5,24,15.5,7,32,0,0,07:28:00,19:53:00,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2019,9.3,3.3,-2.7,-5,21,10.5,0,35,0,0,07:30:00,19:51:00,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2019,12.2,5.5,-1.2,-3,10,5.5,1,0,0,5,07:32:00,19:49:00,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2019,12.9,4.7,-3.5,-4,16,8.5,1,0,0,13,07:35:00,19:47:00,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2019,16.7,7.6,-1.5,-3,11,5.5,0,0,0,16,07:37:00,19:46:00,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2019,15.6,7,-1.6,-3,12,7,2,0,0,22,07:40:00,19:44:00,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2019,12.2,4.94,-2.3,-1,12,7.5,3,0,0,26,07:42:00,19:42:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2019,10.3,3.65,-3,-6,16,10,4,0,0,31,07:45:00,19:40:00,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2019,7.8,-1.35,-10.5,-13,11,6.5,2,0,0,30,07:47:00,19:38:00,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2019,5.7,1.2,-3.3,-6,21,12,3,36,0,33,07:49:00,19:36:00,11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2019,5.9,-2.04,-10,-12,17,9.5,2,0,0,32,07:52:00,19:34:00,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2019,5.3,-0.2,-5.7,-7,11,8,5,0,0,34,07:54:00,19:33:00,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2019,5.1,0.04,-5,-8,22,12.5,3,42,0,35,07:57:00,19:31:00,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2019,8.8,0.3,-8.2,-10,21,12.5,4,0,0,36,07:59:00,19:29:00,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2019,1.4,-7.6,-16.6,-23,17,10.5,4,0,0.2,36,08:01:00,19:27:00,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2019,-1,-6.15,-11.3,-17,10,5.5,1,0,0,37,07:04:00,18:25:00,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2019,-5.7,-9.35,-13,-19,21,12,3,0,3.3,32,07:06:00,18:23:00,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2019,-6.7,-12.1,-17.5,-24,13,7.5,2,32,0,31,07:08:00,18:21:00,11.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2019,-10.6,-14.85,-19.1,-24,28,14.5,1,42,0,31,07:11:00,18:19:00,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2019,-10,-13.35,-16.7,-22,19,10,1,28,0,32,07:13:00,18:18:00,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2019,-5,-14.15,-23.3,-27,16,9,2,0,0,32,07:16:00,18:16:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2019,-12.2,-18.79,-25.4,-32,14,8,2,0,0,32,07:18:00,18:14:00,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2019,-18.2,-23.1,-28,-37,15,10.5,6,0,0,32,07:20:00,18:12:00,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019,-16.7,-20.9,-25.1,-36,19,12,5,31,0,32,07:23:00,18:10:00,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2019,-6.1,-11.39,-16.7,-25,22,15,8,36,0,32,07:25:00,18:08:00,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2019,-1,-8.85,-16.7,-21,19,13,7,32,0,32,07:27:00,18:06:00,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2019,-7.2,-18,-28.8,-36,13,8.5,4,0,0,32,07:29:00,18:04:00,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2019,-10.3,-20.3,-30.3,-36,11,6,1,0,0,31,07:32:00,18:02:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2019,-12.5,-18.1,-23.7,-29,8,4.5,1,0,0,32,07:34:00,18:00:00,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2019,-11.7,-15.05,-18.4,-26,25,15,5,41,0,32,07:36:00,17:58:00,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2019,0,-7.6,-15.2,-23,26,13,0,37,0,32,07:38:00,17:56:00,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2019,-10.4,-14.95,-19.5,-24,22,12,2,32,0.2,32,07:41:00,17:55:00,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2019,-3.5,-8.85,-14.2,-21,23,14,5,37,0.4,32,07:43:00,17:53:00,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2019,-1.7,-10.35,-19,-25,17,10,3,31,0,32,07:45:00,17:51:00,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2019,-14.1,-19.8,-25.5,-32,26,13,0,36,0,32,07:47:00,17:49:00,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019,-16.8,-18.55,-20.3,-28,13,7.5,2,0,0,33,07:49:00,17:47:00,9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2019,-14.3,-17.2,-20.1,-25,15,11,7,0,1.7,33,07:51:00,17:45:00,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2019,-19.9,-22.7,-25.5,-32,11,7.5,4,0,1,31,07:53:00,17:43:00,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2019,-14.4,-20.3,-26.2,-30,12,6,0,0,0,30,07:55:00,17:41:00,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019,-14.2,-21.15,-28.1,-32,12,6,0,0,0,30,07:57:00,17:39:00,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2019,-17.8,-23.9,-30,-35,9,4.5,0,0,0,30,07:59:00,17:37:00,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2019,-20.3,-22.2,-24.1,-32,13,9,5,0,1.4,31,08:01:00,17:35:00,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2019,-21.4,-25.2,-29,-39,15,9,3,0,0,29,08:03:00,17:33:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2019,-20.4,-25.6,-30.8,-39,19,9.5,0,0,0.2,29,08:05:00,17:31:00,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2019,-20.2,-23.29,-26.4,-36,20,13.5,7,34,0.2,31,08:07:00,17:29:00,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2019,-16.8,-22.05,-27.3,-32,15,7.5,0,0,0,31,08:09:00,17:27:00,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2019,-19,-23.5,-28,-33,12,6,0,0,0,31,08:11:00,17:25:00,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2019,-21.8,-27.29,-32.8,-37,12,6,0,0,0.2,31,08:13:00,17:23:00,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2019,-24.7,-27.1,-29.5,-36,8,4.5,1,0,1.3,31,08:15:00,17:21:00,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2019,-26.9,-28.4,-29.9,-41,19,12,5,30,1.3,31,08:16:00,17:19:00,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2019,-20.1,-23.65,-27.2,-38,20,15,10,31,2,28,08:18:00,17:17:00,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2019,-14.1,-17.2,-20.3,-30,21,17,13,34,4.4,27,08:20:00,17:15:00,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2019,4.4,-4.84,-14.1,-24,24,13.5,3,35,0.7,28,08:21:00,17:13:00,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2019,2.6,-4.55,-11.7,-15,12,7,2,0,3.1,26,08:23:00,17:11:00,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2019,-8.9,-12.45,-16,-22,19,11.5,4,0,0,25,08:25:00,17:09:00,8.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2019,-3.2,-8.3,-13.4,-20,17,11,5,28,0,25,08:26:00,17:07:00,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2019,9.3,3,-3.3,-10,38,27,16,62,0.4,27,08:28:00,17:06:00,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2019,7.6,5.15,2.7,0,21,13.5,6,39,0,30,08:29:00,17:04:00,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2019,4,-0.89,-5.8,-5,20,11,2,33,0.3,31,08:31:00,17:02:00,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2019,1.1,-10.39,-21.9,-26,20,12,4,37,0,31,08:32:00,17:00:00,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2019,-1.3,-11.05,-20.8,-26,26,15,4,41,0.6,29,08:33:00,16:58:00,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2019,0,-5.35,-10.7,-13,13,8.5,4,0,0.5,28,08:35:00,16:56:00,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2019,1.3,-4.05,-9.4,-12,10,5,0,0,0.2,28,08:36:00,16:55:00,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2019,2.2,-5.3,-12.8,-19,15,9.5,4,0,0,28,08:37:00,16:53:00,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2019,-12.1,-14.1,-16.1,-25,26,17.5,9,37,0,26,08:38:00,16:51:00,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2019,-14.3,-15.75,-17.2,-25,17,14.5,12,0,0.9,24,08:40:00,16:49:00,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2019,-15.4,-18,-20.6,-30,18,13.5,9,0,0.2,24,08:41:00,16:48:00,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2019,-10.9,-13.45,-16,-24,16,11.5,7,0,0,24,08:42:00,16:46:00,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2019,-1,-6.25,-11.5,-18,14,9,4,0,0,24,08:43:00,16:44:00,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2019,3.9,-2.7,-9.3,-14,11,7,3,0,0,25,08:44:00,16:43:00,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2019,-3.9,-7.65,-11.4,-13,7,3.5,0,0,0,24,08:44:00,16:41:00,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2019,1.5,-3.3,-8.1,-12,11,5.5,0,0,0,25,08:45:00,16:39:00,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2019,-2.6,-8.45,-14.3,-18,18,9.5,1,0,0,25,08:46:00,16:38:00,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2019,-8.9,-12.64,-16.4,-21,10,5,0,0,0,24,08:47:00,16:36:00,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2019,-7.7,-10.75,-13.8,-20,26,15.5,5,42,0.5,25,08:47:00,16:35:00,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2019,-10.2,-16.29,-22.4,-28,19,11,3,0,0,25,08:48:00,16:33:00,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2019,-6.4,-12.55,-18.7,-28,22,17,12,37,0.3,28,08:48:00,16:32:00,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,-3.5,-4.95,-6.4,-14,24,14.5,5,37,0.6,26,08:49:00,16:31:00,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2019,-3.7,-4.8,-5.9,-11,26,15,4,39,0,24,08:49:00,16:29:00,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2019,-1,-2.9,-4.8,-8,17,11,5,0,3.1,21,08:50:00,16:28:00,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2019,5.5,2.15,-1.2,-4,11,6.5,2,0,0,21,08:50:00,16:27:00,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2019,8.6,4.89,1.2,0,13,8.5,4,0,0,23,08:50:00,16:26:00,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2019,2.9,-3.95,-10.8,-16,21,12.5,4,36,1,20,08:50:00,16:25:00,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2018,-7.3,-12.35,-17.4,-24,23,13.5,4,30,0,18,08:51:00,16:24:00,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2018,-5.3,-12.8,-20.3,-26,24,12.5,1,41,0.5,21,08:51:00,16:23:00,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2018,-2.2,-4.05,-5.9,-11,16,9.5,3,0,5.3,14,08:51:00,16:22:00,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2018,-2.2,-7.19,-12.2,-16,11,7.5,4,0,0.2,14,08:50:00,16:21:00,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2018,-8.3,-12.2,-16.1,-21,12,7,2,0,0,15,08:50:00,16:20:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2018,-9.6,-14,-18.4,-25,15,10,5,0,0,15,08:50:00,16:19:00,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2018,-5.3,-7.65,-10,-14,13,6.5,0,0,1.6,14,08:50:00,16:18:00,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2018,-6.3,-9.6,-12.9,-16,13,8,3,0,0,14,08:50:00,16:18:00,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2018,-5.6,-9.05,-12.5,-17,16,10,4,0,0,15,08:49:00,16:17:00,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018,-2.9,-7.6,-12.3,-16,18,9,0,34,0,14,08:49:00,16:17:00,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018,0.2,-2.1,-4.4,-11,34,21,8,64,0,15,08:48:00,16:16:00,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2018,2.6,-2.7,-8,-9,27,13.5,0,47,0,14,08:48:00,16:16:00,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2018,6.3,-0.25,-6.8,-10,10,5.5,1,0,0,14,08:47:00,16:15:00,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2018,3.6,-1.85,-7.3,-8,7,3.5,0,0,0,14,08:46:00,16:15:00,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2018,-0.6,-5.2,-9.8,-13,10,5.5,1,0,0,15,08:46:00,16:15:00,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2018,-3.7,-7.5,-11.3,-15,20,12,4,43,0,15,08:45:00,16:15:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2018,5.2,-1.85,-8.9,-12,35,17.5,0,66,0,15,08:44:00,16:14:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2018,5.6,0.54,-4.5,-8,24,16,8,31,0,15,08:43:00,16:14:00,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2018,6.3,1.04,-4.2,-8,19,10.5,2,28,0,15,08:42:00,16:14:00,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2018,4.1,0.09,-3.9,-8,29,15.5,2,54,0,15,08:41:00,16:14:00,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2018,-2.1,-5.75,-9.4,-12,17,9.5,2,0,0,15,08:40:00,16:15:00,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2018,2.5,-3.09,-8.7,-12,12,7.5,3,0,3,15,08:39:00,16:15:00,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2018,-1.1,-6.6,-12.1,-17,13,7.5,2,0,0,15,08:38:00,16:15:00,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/12/2018,-3.6,-8.4,-13.2,-18,11,7,3,0,0,16,08:37:00,16:15:00,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2018,-8.2,-13.1,-18,-23,9,5,1,0,0,16,08:35:00,16:16:00,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2018,-6.8,-11.3,-15.8,-22,9,6,3,0,0,17,08:34:00,16:16:00,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2018,-6.1,-9.05,-12,-19,24,14.5,5,46,0,20,08:33:00,16:17:00,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2018,-1.5,-8.44,-15.4,-17,30,15,0,62,0,22,08:31:00,16:17:00,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2018,-3.7,-9.15,-14.6,-16,18,9.5,1,31,2.9,27,08:30:00,16:18:00,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2018,-4.4,-5.4,-6.4,-12,18,11,4,0,9,7,08:28:00,16:18:00,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2018,-1,-3.15,-5.3,-11,15,8,1,0,2.3,1,08:27:00,16:19:00,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2018,3,0.5,-2,-4,8,4,0,0,0.8,1,08:25:00,16:20:00,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2018,4.6,0.54,-3.5,-7,8,5.5,3,0,0,0,08:24:00,16:21:00,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2018,6.1,0.79,-4.5,-8,10,6,2,0,0,0,08:22:00,16:22:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2018,-1,-2.1,-3.2,-7,11,6,1,0,0,0,08:21:00,16:23:00,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2018,-0.7,-3.4,-6.1,-12,24,16.5,9,34,0,0,08:19:00,16:24:00,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
